CAN46008,Manitoba,Division No. 8
CAN46009,Manitoba,Division No. 9
CAN46010,Manitoba,Division No. 10
CAN46011,Manitoba,Division No. 11
CAN46012,Manitoba,Division No. 12
CAN46013,Manitoba,Division No. 13
CAN46014,Manitoba,Division No. 14
CAN46015,Manitoba,Division No. 15
CAN46016,Manitoba,Division No. 16
CAN46017,Manitoba,Division No. 17
CAN46018,Manitoba,Division No. 18
CAN46020,Manitoba,Division No. 20
CAN46021,Manitoba,Division No. 21
CAN46023,Manitoba,Division No. 19, 22, 23
CAN47001,Saskatchewan,Division No. 1
CAN47002,Saskatchewan,Division No. 2
CAN47003,Saskatchewan,Division No. 3
CAN47004,Saskatchewan,Division No. 4
CAN47005,Saskatchewan,Division No. 5
CAN47006,Saskatchewan,Division No. 6
CAN47007,Saskatchewan,Division No. 7
CAN47008,Saskatchewan,Division No. 8
CAN47009,Saskatchewan,Division No. 9
CAN47010,Saskatchewan,Division No. 10
CAN47011,Saskatchewan,Division No. 11
CAN47012,Saskatchewan,Division No. 12
CAN47013,Saskatchewan,Division No. 13
CAN47014,Saskatchewan,Division No. 14
CAN47015,Saskatchewan,Division No. 15
CAN47017,Saskatchewan,Division No. 17
CAN47018,Saskatchewan,Division No. 16, 18
CAN48001,Alberta,Division No. 1
CAN48002,Alberta,Division No. 2
CAN48003,Alberta,Division No. 3
CAN48004,Alberta,Division No. 4
CAN48005,Alberta,Division No. 5
CAN48006,Alberta,Division No. 6
CAN48007,Alberta,Division No. 7
CAN48008,Alberta,Division No. 8
CAN48009,Alberta,Division No. 9
CAN48010,Alberta,Division No. 10
CAN48011,Alberta,Division No. 11
CAN48013,Alberta,Division No. 13
CAN48014,Alberta,Division No. 14
CAN48015,Alberta,Division No. 15
CAN48016,Alberta,Division No. 12, 16
CAN48017,Alberta,Division No. 17
CAN48018,Alberta,Division No. 18
CAN48019,Alberta,Division No. 19
CAN59001,British Columbia,East Kootenay
CAN59003,British Columbia,Central Kootenay
CAN59005,British Columbia,Kootenay Boundary
CAN59007,British Columbia,Okanagan-Similkameen
CAN59009,British Columbia,Fraser Valley
CAN59015,British Columbia,Greater Vancouver
CAN59017,British Columbia,Capital
CAN59019,British Columbia,Cowichan
CAN59021,British Columbia,Nanaimo
CAN59023,British Columbia,Alberni-Clayoquot
CAN59027,British Columbia,Powell River
CAN59029,British Columbia,Sunshine Coast
CAN59031,British Columbia,Squamish-Lillooet
CAN59033,British Columbia,Thompson-Nicola
CAN59035,British Columbia,Central Okanagan
CAN59037,British Columbia,North Okanagan
CAN59039,British Columbia,Columbia-Shushwap
CAN59041,British Columbia,Cariboo
CAN59043,British Columbia,Comox-Strathcona
CAN59045,British Columbia,Mount Waddington
CAN59049,British Columbia,Central Coast -- Kitimat-Stikine -- Skeena-Queen
CAN59053,British Columbia,Fraser-Fort George
CAN59057,British Columbia,Bulkley-Nechako -- Stikine
CAN59059,British Columbia,Peace River -- Northern Rockies
CAN60001,Yukon Territory,Yukon
CAN61006,Northwest Territories,Fort Smith
CAN61007,Northwest Territories,Inuvik
CAN62004,Nunavut,Baffin
CAN62005,Nunavut,Keewatin
CAN62008,Nunavut,Kitimeot



CAN10010,Newfoundland and Labrador,Division No. 9 -- 10
